1009850,1018916,1016837,1050380,1049404,1049267,1049606,1049643,1049670,1050306,1049848,1049631,1050818,1050713,1051540,1050979,
1052522,1054241,1059028,1095453,1190112,1074624,999256,955715,938955,939951,934005,933258,933936,933714,931260,931293,931817,930881,931560,931704,931751,931684,932236,931788,931909,
950938,993358,1070308,1189676,1090792,1059100,1052143,1048240,1047247,1047100,1048597,1046928,1047164,1048275,
1048289,1050581,1055942,1093034,1190059,1072794,997031,952870,935996,936053,936320,936198,936347,936478,936593,934222,934309,935324,934758,934503,934847,934687,933389,934202,934775,934988,935594,935476,935543,936003,935396,935582,934360,935040,
952017,994958,1070454,1193051,1098474,1062950,1055776,1052159,1051532,1051419,1052213,1051705,1051490,1051360,1052344,1051833,1051504,1052507,1052437,1052900,1052854,
1053284,1054931,1059489,1097637,1193827,1077942,1000098,956303,940479,940112,938164,938223,937247,938661,938132,
956558,998740,1077532,1196357,1099434,1065018,1060217,1055750,1054644,1055748,1055468,1054052,1053930,1054525,1054352,1054288,1054640,1054554,1055297,1053744,
1054832,1057812,1061994,1097190,1196159,1082940,1004439,960036,941921,941781,941693,942942,941784,941840,942256,
961370,1005244,1081683,1200768,1103720,1068612,1060970,1058665,1056465,1056643,1058134,1056949,1057086,1056654,1057852,
1057607,1059689,1065219,1103028,1198131,1081545,1004480,961576,942482,944464,943409,940887,941317,941614,942072,941624,942294,942151,940870,
959580,1001940,1077811,1200482,1108760,1069528,1063933,1061500,1059468,1059318,1058748,1060089,1060182,1059722,1059529,1060395,1059781,1059476,1059403,1059245,1059831,1060164,1060038,1060216,1059100,1060215,
1060603,1063693,1068308,1103414,1202130,1087306,1009611,965059,946696,945687,946392,945669,942675,942782,942503,943084,943136,
961253,1005197,1081034,1202438,1109727,1071074,1064163,1060099,1059144,1058537,1059794,1059442,1059252,1059325,1058251,1058810,1059671,
1059355,1062207,1067823,1105669,1201002,1082929,1006217,962070,944801,945296,945049,945525,945320,
963861,1007223,1084791,1205400,1108164,1073689,1065763,1063191,1061366,1060750,1061216,1061142,1060192,1061401,1061961,1061619,1060997,1060514,1060872,1061175,1062057,1062011,1061661,1061604,1061241,1061368,1061921,1061010,1061252,1061709,1062736,1062304,1062587,1061523,1063231,
1062508,1064572,1069679,1105407,1204355,1090335,1012207,968172,949441,949157,950095,949745,949915,950211,
965567,1007867,1083286,1207610,1113644,1075864,1067753,1064444,1063714,1062790,1063868,1065053,
